CASE_ID,WRKFLW_TSK_MAP_GROUPED,WRKFLW_TSK_MAP_DETAILED,PATH_CRDATETIME,time_used_str,time_used_second
1076747|438001|677047,Send for Assessment,Send for Assessment,11/1/2019 14:46:32,0 days 2 hours 18 minutes 51 seconds,8331.0
1076747|438001|677047,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,11/1/2019 17:05:23,2 days 17 hours 18 minutes 25 seconds,235105.0
1076747|438001|677047,Assessment Decision - No Decision,Assessment Decision - No Decision,14/1/2019 10:23:48,0 days 0 hours 30 minutes 51 seconds,1851.0
1076747|438001|677047,Assessment Decision - Qualified,Assessment Decision - Qualified,14/1/2019 10:54:39,0 days 0 hours 12 minutes 39 seconds,759.0
1076747|438001|677047,Assessment Decision - Qualified,Assessment Decision - Qualified,14/1/2019 11:07:18,0 days 0 hours 1 minutes 28 seconds,88.0
1076747|438001|677047,Assessment Decision - Qualified,Assessment Decision - Qualified,14/1/2019 11:08:46,0 days 5 hours 56 minutes 37 seconds,21397.0
1076747|438001|677047,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,14/1/2019 17:05:23,0 days 0 hours 2 minutes 23 seconds,143.0
1076747|438001|677047,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,14/1/2019 17:07:46,0 days 23 hours 37 minutes 22 seconds,85042.0
1076747|438001|677047,OC - Created - Other,OC - Created - Evidence of course completion,15/1/2019 16:45:08,0 days 0 hours 1 minutes 22 seconds,82.0
1076747|438001|677047,Assessment Outcome - Successful,Assessment Outcome - Successful,15/1/2019 16:46:30,NA,0.0
370421|359353|560158,Send for Assessment,Send for Assessment,15/5/2018 10:57:55,0 days 5 hours 6 minutes 12 seconds,18372.0
370421|359353|560158,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,15/5/2018 16:04:07,30 days 0 hours 35 minutes 47 seconds,2594147.0
370421|359353|560158,Put Assessment On-Hold,Put Assessment On-Hold,14/6/2018 16:39:54,28 days 23 hours 11 minutes 53 seconds,2502713.0
370421|359353|560158,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,13/7/2018 15:51:47,NA,0.0
783739|454578|698529,Send for Assessment,Send for Assessment,1/2/2019 10:58:16,3 days 3 hours 19 minutes 20 seconds,271160.0
783739|454578|698529,Assessment Decision - Qualified,Assessment Decision - Qualified,4/2/2019 14:17:36,0 days 0 hours 27 minutes 2 seconds,1622.0
783739|454578|698529,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,4/2/2019 14:44:38,0 days 23 hours 23 minutes 29 seconds,84209.0
783739|454578|698529,OC - Created - Other,OC - Created - Evidence of course completion,5/2/2019 14:08:07,0 days 0 hours 1 minutes 24 seconds,84.0
783739|454578|698529,Assessment Outcome - Successful,Assessment Outcome - Successful,5/2/2019 14:09:31,NA,0.0
830762|432576|669850,Send for Assessment,Send for Assessment,22/1/2019 15:19:55,64 days 19 hours 11 minutes 0 seconds,5598660.0
830762|432576|669850,OC - Created - Other,OC - Created - Evidence of course completion,28/3/2019 10:30:55,0 days 0 hours 0 minutes 9 seconds,9.0
830762|432576|669850,Assessment Outcome - Higher Preference Successful,Assessment Outcome - Higher Preference Successful,28/3/2019 10:31:04,108 days 9 hours 9 minutes 18 seconds,9364158.0
830762|432576|669850,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,14/7/2019 19:40:22,NA,0.0
835863|420477|651606,Send for Assessment,Send for Assessment,22/11/2018 15:40:09,NA,0.0
1138305|515182|790060,Send for Assessment,Send for Assessment,6/11/2019 12:29:27,8 days 3 hours 3 minutes 40 seconds,702220.0
1138305|515182|790060,Assessment Decision - Qualified,Assessment Decision - Qualified,14/11/2019 15:33:07,14 days 23 hours 54 minutes 47 seconds,1295687.0
1138305|515182|790060,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,29/11/2019 15:27:54,14 days 1 hours 5 minutes 25 seconds,1213525.0
1138305|515182|790060,Assessment Outcome - Successful,Assessment Outcome - Successful,13/12/2019 16:33:19,NA,0.0
1048849|396177|616541,Send for Assessment,Send for Assessment,10/10/2018 11:02:50,0 days 4 hours 48 minutes 1 seconds,17281.0
1048849|396177|616541,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,10/10/2018 15:50:51,8 days 18 hours 18 minutes 0 seconds,757080.0
1048849|396177|616541,Put Assessment On-Hold,Put Assessment On-Hold,19/10/2018 10:08:51,0 days 5 hours 42 minutes 54 seconds,20574.0
1048849|396177|616541,Release Assessment Hold,Release Assessment Hold,19/10/2018 15:51:45,0 days 0 hours 1 minutes 8 seconds,68.0
1048849|396177|616541,Put Assessment On-Hold,Put Assessment On-Hold,19/10/2018 15:52:53,2 days 20 hours 46 minutes 57 seconds,247617.0
1048849|396177|616541,Release Assessment Hold,Release Assessment Hold,22/10/2018 12:39:50,6 days 22 hours 57 minutes 17 seconds,601037.0
1048849|396177|616541,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,29/10/2018 11:37:07,0 days 0 hours 0 minutes 0 seconds,0.0
1048849|396177|616541,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,29/10/2018 11:37:07,NA,0.0
832797|478411|733948,Send for Assessment,Send for Assessment,7/5/2019 16:33:09,NA,0.0
930987|361786|564008,Send for Assessment,Send for Assessment,7/6/2018 14:00:57,7 days 22 hours 10 minutes 35 seconds,684635.0
930987|361786|564008,Put Assessment On-Hold,Put Assessment On-Hold,15/6/2018 12:11:32,0 days 2 hours 14 minutes 6 seconds,8046.0
930987|361786|564008,Release Assessment Hold,Release Assessment Hold,15/6/2018 14:25:38,NA,0.0
1037562|386109|651820,Send for Assessment,Send for Assessment,18/10/2018 12:59:04,0 days 0 hours 0 minutes 16 seconds,16.0
1037562|386109|651820,Put Assessment On-Hold,Put Assessment On-Hold,18/10/2018 12:59:20,27 days 21 hours 42 minutes 9 seconds,2410929.0
1037562|386109|651820,Release Assessment Hold,Release Assessment Hold,15/11/2018 10:41:29,0 days 0 hours 4 minutes 42 seconds,282.0
1037562|386109|651820,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,15/11/2018 10:46:11,0 days 0 hours 0 minutes 40 seconds,40.0
1037562|386109|651820,Assessment Outcome - Successful,Assessment Outcome - Successful,15/11/2018 10:46:51,NA,0.0
1102908|470757|722761,Send for Assessment,Send for Assessment,16/5/2019 11:04:46,15 days 3 hours 14 minutes 3 seconds,1307643.0
1102908|470757|722761,OC - Created - Other,OC - Created - Evidence of course completion,31/5/2019 14:18:49,54 days 23 hours 41 minutes 12 seconds,4750872.0
1102908|470757|722761,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,25/7/2019 14:00:01,NA,0.0
1052649|403155|625720,Send for Assessment,Send for Assessment,15/10/2018 11:14:37,12 days 23 hours 38 minutes 55 seconds,1121935.0
1052649|403155|625720,Assessment Decision - Qualified,Assessment Decision - Qualified,28/10/2018 10:53:32,2 days 14 hours 34 minutes 32 seconds,225272.0
1052649|403155|625720,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,31/10/2018 1:28:04,1 days 12 hours 55 minutes 56 seconds,132956.0
1052649|403155|625720,Assessment Outcome - Successful,Assessment Outcome - Successful,1/11/2018 14:24:00,NA,0.0
1017434|355950|554924,Send for Assessment,Send for Assessment,26/4/2018 10:18:28,26 days 5 hours 30 minutes 26 seconds,2266226.0
1017434|355950|554924,Assessment Outcome - Higher Preference Successful,Assessment Outcome - Higher Preference Successful,22/5/2018 15:48:54,28 days 21 hours 26 minutes 58 seconds,2496418.0
1017434|355950|554924,AR - Reviewed - ELR,AR - Reviewed - English language proficiency,20/6/2018 13:15:52,NA,0.0
1077871|514419|788955,Send for Assessment,Send for Assessment,24/9/2019 16:26:50,7 days 20 hours 9 minutes 42 seconds,677382.0
1077871|514419|788955,Put Assessment On-Hold,Put Assessment On-Hold,2/10/2019 12:36:32,5 days 0 hours 39 minutes 49 seconds,434389.0
1077871|514419|788955,Release Assessment Hold,Release Assessment Hold,7/10/2019 13:16:21,25 days 22 hours 28 minutes 23 seconds,2240903.0
1077871|514419|788955,Assessment Outcome - Higher Preference Successful,Assessment Outcome - Higher Preference Successful,2/11/2019 11:44:44,2 days 21 hours 57 minutes 29 seconds,251849.0
1077871|514419|788955,AR - Satisfied - syllabus,AR - Satisfied - Official syllabus or subject descriptions (in English),5/11/2019 9:42:13,NA,0.0
832919|404288|627219,Send for Assessment,Send for Assessment,15/10/2018 15:51:34,12 days 22 hours 18 minutes 38 seconds,1117118.0
832919|404288|627219,Assessment Outcome - Ineligible / Withdrawn,Assessment Outcome - Ineligible / Withdrawn,28/10/2018 14:10:12,NA,0.0
1114684|484215|743082,Send for Assessment,Send for Assessment,4/6/2019 12:47:40,0 days 22 hours 12 minutes 58 seconds,79978.0
1114684|484215|743082,Assessment Decision - No Decision,Assessment Decision - No Decision,5/6/2019 11:00:38,0 days 0 hours 0 minutes 22 seconds,22.0
1114684|484215|743082,Assessment Decision - No Decision,Assessment Decision - No Decision,5/6/2019 11:01:00,1 days 21 hours 37 minutes 42 seconds,164262.0
1114684|484215|743082,Put Assessment On-Hold,Put Assessment On-Hold,7/6/2019 8:38:42,0 days 0 hours 21 minutes 2 seconds,1262.0
