CASE_ID,WRKFLW_TSK_MAP_GROUPED,WRKFLW_TSK_MAP_DETAILED,PATH_CRDATETIME
1076747|438001|677047,Send for Assessment,Send for Assessment,11/1/2019 14:46:32
1076747|438001|677047,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,11/1/2019 17:05:23
1076747|438001|677047,Assessment Decision - No Decision,Assessment Decision - No Decision,14/1/2019 10:23:48
1076747|438001|677047,Assessment Decision - Qualified,Assessment Decision - Qualified,14/1/2019 10:54:39
1076747|438001|677047,Assessment Decision - Qualified,Assessment Decision - Qualified,14/1/2019 11:07:18
1076747|438001|677047,Assessment Decision - Qualified,Assessment Decision - Qualified,14/1/2019 11:08:46
1076747|438001|677047,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,14/1/2019 17:05:23
1076747|438001|677047,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,14/1/2019 17:07:46
1076747|438001|677047,OC - Created - Other,OC - Created - Evidence of course completion,15/1/2019 16:45:08
1076747|438001|677047,Assessment Outcome - Successful,Assessment Outcome - Successful,15/1/2019 16:46:30
370421|359353|560158,Send for Assessment,Send for Assessment,15/5/2018 10:57:55
370421|359353|560158,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,15/5/2018 16:04:07
370421|359353|560158,Put Assessment On-Hold,Put Assessment On-Hold,14/6/2018 16:39:54
370421|359353|560158,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,13/7/2018 15:51:47
783739|454578|698529,Send for Assessment,Send for Assessment,1/2/2019 10:58:16
783739|454578|698529,Assessment Decision - Qualified,Assessment Decision - Qualified,4/2/2019 14:17:36
783739|454578|698529,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,4/2/2019 14:44:38
783739|454578|698529,OC - Created - Other,OC - Created - Evidence of course completion,5/2/2019 14:08:07
783739|454578|698529,Assessment Outcome - Successful,Assessment Outcome - Successful,5/2/2019 14:09:31
830762|432576|669850,Send for Assessment,Send for Assessment,22/1/2019 15:19:55
830762|432576|669850,OC - Created - Other,OC - Created - Evidence of course completion,28/3/2019 10:30:55
830762|432576|669850,Assessment Outcome - Higher Preference Successful,Assessment Outcome - Higher Preference Successful,28/3/2019 10:31:04
830762|432576|669850,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,14/7/2019 19:40:22
835863|420477|651606,Send for Assessment,Send for Assessment,22/11/2018 15:40:09
