CASE_ID,WRKFLW_TSK_MAP_GROUPED,WRKFLW_TSK_MAP_DETAILED,PATH_CRDATETIME
722111|418134|648088,Send for Assessment,Send for Assessment,26/11/2018 16:59:07
722111|418134|648088,Assessment Decision - Qualified,Assessment Decision - Qualified,1/12/2018 10:39:48
722111|418134|648088,OC - Created - Other,OC - Created - Evidence of course completion,8/12/2018 13:56:55
722111|418134|648088,Assessment Outcome - Successful,Assessment Outcome - Successful,8/12/2018 13:57:55
833467|384144|598265,Send for Assessment,Send for Assessment,23/8/2018 13:22:10
833467|384144|598265,Assessment Decision - Qualified,Assessment Decision - Qualified,28/8/2018 9:45:32
833467|384144|598265,Assessment Outcome - Successful,Assessment Outcome - Successful,30/8/2018 11:36:08
757030|545810|835652,Send for Assessment,Send for Assessment,19/11/2019 11:04:45
836506|423290|655565,Send for Assessment,Send for Assessment,26/11/2018 16:47:59
836506|423290|655565,Assessment Decision - Qualified,Assessment Decision - Qualified,1/12/2018 16:07:49
836506|423290|655565,Assessment Decision - Qualified,Assessment Decision - Qualified,7/12/2018 10:57:20
836506|423290|655565,Assessment Decision - Qualified,Assessment Decision - Qualified,7/12/2018 11:01:45
836506|423290|655565,Assessment Outcome - Successful,Assessment Outcome - Successful,7/12/2018 11:03:55
1067094|426030|660203,Send for Assessment,Send for Assessment,10/12/2018 10:50:31
1067094|426030|660203,AR - Satisfied - syllabus,AR - Satisfied - Official syllabus or subject descriptions (in English),10/12/2018 10:54:42
1067094|426030|660203,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,19/12/2018 11:43:00
917077|545022|834429,Send for Assessment,Send for Assessment,7/11/2019 14:56:02
917077|545022|834429,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,6/12/2019 16:09:34
917077|545022|834429,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,14/12/2019 12:57:44
836622|377022|587548,Send for Assessment,Send for Assessment,26/9/2018 15:24:26
836622|377022|587548,Assessment Decision - Qualified,Assessment Decision - Qualified,27/9/2018 13:08:15
836622|377022|587548,Assessment Decision - Qualified,Assessment Decision - Qualified,27/9/2018 13:17:15
836622|377022|587548,OC - Created - Other,OC - Created - Evidence of course completion,27/9/2018 13:17:39
836622|377022|587548,Assessment Outcome - Successful,Assessment Outcome - Successful,27/9/2018 13:18:19
198520171|266984|425445,Send for Assessment,Send for Assessment,6/9/2017 11:45:39
198520171|266984|425445,Assessment Decision - Qualified,Assessment Decision - Qualified,28/9/2017 14:25:02
198520171|266984|425445,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,2/10/2017 7:34:44
198520171|266984|425445,End My Assessment,End My Assessment,2/10/2017 7:35:53
198520171|266984|425445,Assessment Outcome - Successful,Assessment Outcome - Successful,20/10/2017 10:15:01
831681|424792|657733,Send for Assessment,Send for Assessment,27/11/2018 14:56:29
831681|424792|657733,Assessment Decision - Qualified,Assessment Decision - Qualified,1/12/2018 13:21:06
831681|424792|657733,Assessment Outcome - Successful,Assessment Outcome - Successful,18/12/2018 15:53:24
834720|378924|590367,Send for Assessment,Send for Assessment,3/8/2018 11:06:35
834720|378924|590367,Assessment Decision - Qualified,Assessment Decision - Qualified,6/8/2018 17:35:47
834720|378924|590367,AR - Created - previous or current study,AR - Created - University of Melbourne Statement of Results / transcript,18/8/2018 19:34:01
834720|378924|590367,AR - Satisfied - previous or current study,AR - Satisfied - University of Melbourne Statement of Results / transcript,18/8/2018 19:34:27
834720|378924|590367,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,21/8/2018 14:50:37
834720|378924|590367,OC - Created - Other,OC - Created - Evidence of course completion,23/8/2018 14:14:48
834720|378924|590367,Assessment Outcome - Successful,Assessment Outcome - Successful,23/8/2018 14:15:47
635840|407594|632186,Send for Assessment,Send for Assessment,20/11/2018 16:32:55
635840|407594|632186,Assessment Decision - Qualified,Assessment Decision - Qualified,27/11/2018 11:10:15
635840|407594|632186,Assessment Outcome - Successful,Assessment Outcome - Successful,27/11/2018 11:15:44
834441|531597|813658,Send for Assessment,Send for Assessment,14/10/2019 11:27:47
834441|531597|813658,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,2/11/2019 13:49:08
834441|531597|813658,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,2/11/2019 13:49:38
696317|380182|592243,Send for Assessment,Send for Assessment,22/11/2018 12:13:21
696317|380182|592243,Assessment Decision - Qualified,Assessment Decision - Qualified,27/11/2018 13:08:51
696317|380182|592243,Assessment Outcome - Successful,Assessment Outcome - Successful,28/11/2018 15:58:33
904907|499819|767432,Send for Assessment,Send for Assessment,9/8/2019 15:52:34
904907|499819|767432,Assessment Decision - Qualified,Assessment Decision - Qualified,13/8/2019 16:02:37
904907|499819|767432,Assessment Decision - Qualified,Assessment Decision - Qualified,13/9/2019 13:00:48
904907|499819|767432,Assessment Outcome - Successful,Assessment Outcome - Successful,25/9/2019 15:22:32
831432|340167|531545,Send for Assessment,Send for Assessment,15/2/2018 16:40:39
831432|340167|531545,Assessment Decision - Qualified,Assessment Decision - Qualified,23/3/2018 12:40:18
831432|340167|531545,Assessment Outcome - Successful,Assessment Outcome - Successful,5/4/2018 9:22:22
1077512|438958|678692,Send for Assessment,Send for Assessment,8/2/2019 11:37:56
1077512|438958|678692,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,19/3/2019 12:24:28
1077512|438958|678692,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,3/5/2019 9:31:10
1120211|548376|839373,Send for Assessment,Send for Assessment,25/11/2019 12:15:03
1120211|548376|839373,Assessment Decision - Qualified,Assessment Decision - Qualified,25/11/2019 12:19:12
1120211|548376|839373,Assessment Decision - Qualified,Assessment Decision - Qualified,4/12/2019 11:06:04
1120211|548376|839373,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,13/12/2019 8:45:59
1120211|548376|839373,Assessment Outcome - Successful,Assessment Outcome - Successful,14/12/2019 15:51:16
1142353|520840|798661,Send for Assessment,Send for Assessment,22/11/2019 10:49:21
1142353|520840|798661,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,18/12/2019 17:37:29
1142353|520840|798661,Assessment Outcome - Successful,Assessment Outcome - Successful,19/12/2019 9:55:23
1144691|524003|803223,Send for Assessment,Send for Assessment,17/10/2019 15:22:38
1144691|524003|803223,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,2/11/2019 12:43:03
1144691|524003|803223,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,2/11/2019 14:35:52
828665|375544|585343,Send for Assessment,Send for Assessment,26/7/2018 12:30:42
828665|375544|585343,Assessment Decision - Qualified,Assessment Decision - Qualified,30/7/2018 17:07:19
828665|375544|585343,Assessment Outcome - Successful,Assessment Outcome - Successful,31/7/2018 15:13:31
762481|389290|606210,Send for Assessment,Send for Assessment,11/9/2018 13:14:16
762481|389290|606210,Assessment Decision - Qualified,Assessment Decision - Qualified,13/10/2018 11:36:52
762481|389290|606210,Assessment Outcome - Successful,Assessment Outcome - Successful,13/10/2018 12:40:23
1158342|546067|836048,Send for Assessment,Send for Assessment,20/11/2019 10:15:52
1158342|546067|836048,Assessment Decision - Qualified,Assessment Decision - Qualified,9/12/2019 12:46:29
1158342|546067|836048,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,9/12/2019 12:49:52
1158342|546067|836048,Assessment Decision - No Decision,Assessment Decision - No Decision,14/12/2019 12:27:32
1158342|546067|836048,Assessment Decision - No Decision,Assessment Decision - No Decision,14/12/2019 12:27:51
1158342|546067|836048,Assessment Decision - Qualified,Assessment Decision - Qualified,16/12/2019 9:16:28
1158342|546067|836048,Assessment Decision - No Decision,Assessment Decision - No Decision,16/12/2019 9:19:22
1158342|546067|836048,Assessment Outcome - Successful,Assessment Outcome - Successful,16/12/2019 9:20:57
761462|423000|655121,Send for Assessment,Send for Assessment,23/11/2018 11:05:57
761462|423000|655121,Back to Triage,Back to Triage,23/11/2018 11:06:24
761462|423000|655121,Put Triage On-Hold,Put Triage On-Hold,23/11/2018 11:07:01
761462|423000|655121,AR - Satisfied - further information,AR - Satisfied - Further information (1),1/12/2018 8:22:56
761462|423000|655121,AR - Reviewed - advanced standing,AR - Reviewed - Credit for previous study,1/12/2018 8:24:38
761462|423000|655121,Release Triage Hold,Release Triage Hold,1/12/2018 8:24:51
761462|423000|655121,Send for Assessment,Send for Assessment,1/12/2018 8:25:00
761462|423000|655121,Assessment Decision - Qualified,Assessment Decision - Qualified,4/12/2018 12:22:45
761462|423000|655121,Assessment Decision - No Decision,Assessment Decision - No Decision,4/12/2018 12:24:30
761462|423000|655121,Put Assessment On-Hold,Put Assessment On-Hold,4/12/2018 12:24:56
761462|423000|655121,Assessment Decision - Qualified,Assessment Decision - Qualified,11/12/2018 11:52:17
761462|423000|655121,Release Assessment Hold,Release Assessment Hold,11/12/2018 11:54:08
761462|423000|655121,Assessment Decision - Qualified,Assessment Decision - Qualified,11/12/2018 11:56:54
761462|423000|655121,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,12/12/2018 23:44:12
761462|423000|655121,Assessment Outcome - Successful,Assessment Outcome - Successful,13/12/2018 12:34:46
841288|439501|679634,Send for Assessment,Send for Assessment,12/2/2019 11:21:52
841288|439501|679634,Assessment Decision - No Decision,Assessment Decision - No Decision,12/2/2019 11:23:46
841288|439501|679634,Assessment Decision - Qualified,Assessment Decision - Qualified,14/2/2019 16:14:29
841288|439501|679634,Assessment Decision - Qualified,Assessment Decision - Qualified,14/2/2019 16:16:02
841288|439501|679634,OC - Created - Other,OC - Created - Evidence of course completion,14/2/2019 16:18:27
841288|439501|679634,Assessment Outcome - Successful,Assessment Outcome - Successful,14/2/2019 16:19:21
1023660|451888|694463,Send for Assessment,Send for Assessment,9/1/2019 15:10:29
1023660|451888|694463,AR - Created - Other,AR - Created - Assessment information (Coursework) (1),22/1/2019 9:08:37
1023660|451888|694463,Put Assessment On-Hold,Put Assessment On-Hold,24/1/2019 11:32:20
1023660|451888|694463,Release Assessment Hold,Release Assessment Hold,12/2/2019 10:08:32
1023660|451888|694463,End My Assessment,End My Assessment,12/2/2019 10:27:53
1023660|451888|694463,OC - Created - Other,OC - Created - English language requirements,13/2/2019 9:36:53
1023660|451888|694463,Assessment Decision - No Decision,Assessment Decision - No Decision,13/2/2019 9:38:45
1023660|451888|694463,Assessment Decision - No Decision,Assessment Decision - No Decision,13/2/2019 9:39:53
1023660|451888|694463,Assessment Outcome - Higher Preference Successful,Assessment Outcome - Higher Preference Successful,13/2/2019 9:45:48
595255|545313|834907,Send for Assessment,Send for Assessment,28/10/2019 13:10:58
595255|545313|834907,AR - Satisfied - further information,AR - Satisfied - Further information (1),28/10/2019 13:15:34
595255|545313|834907,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,2/11/2019 14:02:44
595255|545313|834907,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,4/11/2019 10:11:27
761303|387133|602788,Send for Assessment,Send for Assessment,22/11/2018 17:16:25
761303|387133|602788,Assessment Decision - Qualified,Assessment Decision - Qualified,1/12/2018 13:51:01
761303|387133|602788,Assessment Outcome - Successful,Assessment Outcome - Successful,7/12/2018 12:41:52
370421|422466|654297,Send for Assessment,Send for Assessment,30/11/2018 14:27:08
370421|422466|654297,Assessment Decision - No Decision,Assessment Decision - No Decision,17/12/2018 11:09:38
370421|422466|654297,Assessment Decision - No Decision,Assessment Decision - No Decision,17/12/2018 11:39:35
370421|422466|654297,Put Assessment On-Hold,Put Assessment On-Hold,17/12/2018 11:40:28
370421|422466|654297,Release Assessment Hold,Release Assessment Hold,6/3/2019 14:00:11
370421|422466|654297,Put Assessment On-Hold,Put Assessment On-Hold,6/3/2019 14:03:29
370421|422466|654297,Release Assessment Hold,Release Assessment Hold,7/3/2019 9:04:19
370421|422466|654297,Assessment Decision - Qualified,Assessment Decision - Qualified,7/3/2019 9:04:50
370421|422466|654297,Assessment Decision - Qualified,Assessment Decision - Qualified,7/3/2019 9:06:00
370421|422466|654297,Assessment Decision - Qualified,Assessment Decision - Qualified,7/3/2019 9:06:34
370421|422466|654297,Assessment Decision - Qualified,Assessment Decision - Qualified,7/3/2019 9:14:17
370421|422466|654297,OC - Created - Other,OC - Created - Evidence of course completion,7/3/2019 9:15:48
370421|422466|654297,Assessment Outcome - Successful,Assessment Outcome - Successful,7/3/2019 9:17:30
912065|554830|848605,Send for Assessment,Send for Assessment,2/12/2019 11:23:41
912065|554830|848605,Assessment Decision - Qualified,Assessment Decision - Qualified,4/12/2019 11:06:33
912065|554830|848605,Assessment Decision - Qualified,Assessment Decision - Qualified,12/12/2019 13:01:25
912065|554830|848605,Assessment Decision - Qualified,Assessment Decision - Qualified,12/12/2019 13:09:21
912065|554830|848605,Assessment Outcome - Successful,Assessment Outcome - Successful,12/12/2019 13:12:54
910691|549447|842996,Send for Assessment,Send for Assessment,20/11/2019 9:31:33
910691|549447|842996,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,23/12/2019 14:22:03
790374|363161|566161,Send for Assessment,Send for Assessment,31/5/2018 12:22:36
790374|363161|566161,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,31/5/2018 15:39:28
790374|363161|566161,End My Assessment,End My Assessment,4/7/2018 10:44:17
790374|363161|566161,Assessment Outcome - Higher Preference Successful,Assessment Outcome - Higher Preference Successful,4/7/2018 11:56:14
790374|363161|566161,Assessment Decision - Qualified,Assessment Decision - Qualified,10/8/2018 16:17:15
790374|363161|566161,Assessment Outcome - Successful,Assessment Outcome - Successful,10/8/2018 16:17:15
1037904|382800|596199,Send for Assessment,Send for Assessment,6/9/2018 14:52:59
1037904|382800|596199,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,6/9/2018 14:53:25
1037904|382800|596199,OC - Created - Other,OC - Created - English language requirements,6/9/2018 14:53:57
1037904|382800|596199,Assessment Decision - No Decision,Assessment Decision - No Decision,7/9/2018 12:27:16
1037904|382800|596199,Assessment Decision - Qualified,Assessment Decision - Qualified,13/10/2018 12:46:30
1037904|382800|596199,Acacdemic - Assessment Decision - No Decision,Acacdemic - Assessment Decision - No Decision,17/10/2018 11:51:51
1037904|382800|596199,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,17/10/2018 11:52:09
1037904|382800|596199,End My Assessment,End My Assessment,17/10/2018 11:52:17
1037904|382800|596199,Assessment Outcome - Successful,Assessment Outcome - Successful,25/10/2018 15:57:21
856581|553962|847368,Send for Assessment,Send for Assessment,2/12/2019 10:34:30
856581|553962|847368,Assessment Outcome - Higher Preference Successful,Assessment Outcome - Higher Preference Successful,14/12/2019 14:25:26
1047760|394740|614314,Send for Assessment,Send for Assessment,13/11/2018 16:32:31
1047760|394740|614314,Assessment Decision - Qualified,Assessment Decision - Qualified,26/11/2018 9:58:31
1047760|394740|614314,Acacdemic - Assessment Decision - Not Qualified,Acacdemic - Assessment Decision - Not Qualified,26/11/2018 22:57:56
1047760|394740|614314,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,17/1/2019 11:28:41
370421|359353|560157,Send for Assessment,Send for Assessment,15/5/2018 10:57:55
370421|359353|560157,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,15/5/2018 16:04:07
370421|359353|560157,Assessment Decision - Qualified,Assessment Decision - Qualified,14/6/2018 16:13:11
370421|359353|560157,Assessment Decision - No Decision,Assessment Decision - No Decision,14/6/2018 16:25:20
370421|359353|560157,Put Assessment On-Hold,Put Assessment On-Hold,14/6/2018 16:39:54
370421|359353|560157,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,13/7/2018 15:51:28
916707|527513|807851,Send for Assessment,Send for Assessment,9/10/2019 12:26:27
916707|527513|807851,Assessment Decision - Qualified,Assessment Decision - Qualified,29/10/2019 16:30:33
916707|527513|807851,Assessment Outcome - Successful,Assessment Outcome - Successful,29/10/2019 16:30:33
694902|427652|662649,Send for Assessment,Send for Assessment,5/12/2018 14:28:40
694902|427652|662649,Assessment Decision - Qualified,Assessment Decision - Qualified,8/12/2018 13:36:47
694902|427652|662649,Assessment Outcome - Successful,Assessment Outcome - Successful,11/12/2018 14:31:51
832599|476717|731357,Send for Assessment,Send for Assessment,18/6/2019 12:04:07
832599|476717|731357,Assessment Decision - Qualified,Assessment Decision - Qualified,18/6/2019 16:13:29
832599|476717|731357,Assessment Outcome - Successful,Assessment Outcome - Successful,27/6/2019 10:36:33
1160965|549292|840522,Send for Assessment,Send for Assessment,25/11/2019 12:40:07
1160965|549292|840522,Assessment Decision - Qualified,Assessment Decision - Qualified,29/11/2019 16:56:35
1160965|549292|840522,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,21/1/2020 20:01:37
1160965|549292|840522,End My Assessment,End My Assessment,21/1/2020 20:01:45
1160965|549292|840522,Assessment Outcome - Successful,Assessment Outcome - Successful,28/1/2020 16:57:23
1031372|373894|583014,Send for Assessment,Send for Assessment,31/7/2018 16:02:36
