CASE_ID,WRKFLW_TSK_MAP_GROUPED,WRKFLW_TSK_MAP_DETAILED,PATH_CRDATETIME
715808|405750|629365,Release Offer,Release Offer,8/12/2018 12:48:43
972666|483471|741839,Release Offer,Release Offer,11/6/2019 12:43:32
972666|483471|741839,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,13/12/2019 9:40:11
1066734|449459|690772,Release Offer,Release Offer,15/1/2019 16:53:52
1050537|504457|774178,Release Offer,Release Offer,13/9/2019 12:52:44
1050537|504457|774178,AR - Created - Other,AR - Created - CONDITIONAL Acceptance agreement (International),18/9/2019 14:27:15
1064289|420025|650931,Release Offer,Release Offer,21/12/2018 12:40:44
1064289|420025|650931,Accept,Accept,23/12/2018 16:02:14
1142295|520751|798488,Release Offer,Release Offer,9/1/2020 14:43:35
1012540|350064|546236,Release Offer,Release Offer,13/9/2018 10:20:43
1012540|350064|546236,OC - Requested - Other,OC - Requested - Evidence of course completion,12/3/2019 14:39:01
1012540|350064|546236,Defer,Defer,16/4/2019 12:24:08
1057230|410072|635933,Release Offer,Release Offer,14/11/2018 9:29:38
1057230|410072|635933,Defer,Defer,3/6/2019 12:43:57
825704|415589|644256,Release Offer,Release Offer,13/11/2018 14:19:17
825704|415589|644256,Accept,Accept,23/11/2018 22:17:23
1120620|491103|754512,Release Offer,Release Offer,12/10/2019 11:56:31
1120620|491103|754512,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,18/10/2019 7:10:41
1120620|491103|754512,Decline,Decline,27/11/2019 19:04:58
1046030|392563|611107,Release Offer,Release Offer,2/12/2019 16:12:11
1046030|392563|611107,AR - Satisfied - Other,AR - Satisfied - Full application for Coursework program (1),3/12/2019 13:59:25
1046030|392563|611107,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,3/12/2019 13:59:33
1046030|392563|611107,Defer,Defer,4/12/2019 21:04:41
1064458|420291|651344,Release Offer,Release Offer,29/1/2019 16:53:07
1064458|420291|651344,Defer,Defer,17/4/2019 15:52:34
1009789|346698|541270,Release Offer,Release Offer,29/3/2018 12:49:46
1009789|346698|541270,Defer,Defer,8/1/2019 14:08:55
904615|470079|721767,Release Offer,Release Offer,3/6/2019 13:55:45
